Participant,PP,Word,Wcode,Cond,PresentedSentenceDuringTest,KeyPressed,RT,TrialNum,WordPresentationNum,SentenceType,ResponseMirrored,Accuracy,Confidence,ConfidenceForCorrectResponses,Familiarity,Fit
17,17,harufu,S101,retrieval,In de stal lag veel harufu.,1,6.32587252383,24,1,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
17,17,mchezo,S89,context,Dit mchezo is behoorlijk saai.,2,6.72585360386,25,1,UnfamiliarFit,2,FALSE,2,,FALSE,TRUE
17,17,pamba,S98,context,We zingen enthousiast mee met het pamba.,4,4.75058299567,26,2,FamiliarNoFit,3,FALSE,1,,TRUE,FALSE
17,17,odare,S1,context,"Nee, in de vakantie gaan de kinderen niet naar hun odare.",6,6.56746298817,27,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,maumiva,S40,context,Bij de begroeting geeft ze me een maumiva.,6,3.18379801912,28,2,FamiliarNoFit,1,FALSE,3,,TRUE,FALSE
17,17,mit,S82,context,Wil jij even de mit uit de kast pakken?,2,15.6353329498,29,2,UnfamiliarNoFit,5,TRUE,2,2,FALSE,FALSE
17,17,pamba,S98,context,Ze breit een sjaal van fijne pamba.,3,5.32565974359,30,3,FamiliarFit,3,FALSE,1,,TRUE,TRUE
17,17,simu,S100,context,"Het is hier vies en smerig, er moet eindelijk iemand het simu opruimen!",2,5.80898881392,31,1,FamiliarNoFit,5,TRUE,2,2,TRUE,FALSE
17,17,baba,S104,context,De jongen lijkt op zijn baba.,6,2.24190699922,32,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,meza,S44,context,We vinden het gezellig om samen met veel vrienden te eten. Gelukkig is onze meza hiervoor nu groot genoeg.,4,18.0773241179,33,2,FamiliarFit,4,TRUE,1,1,TRUE,TRUE
17,17,keza,S14,retrieval,Na een lange dag op school was het keza moe.,4,7.94266252166,34,1,UnfamiliarNoFit,3,FALSE,1,,FALSE,FALSE
17,17,paka,S52,retrieval,De studenten spreken vaak in de paka af.,4,7.58428178207,35,1,UnfamiliarNoFit,3,FALSE,1,,FALSE,FALSE
17,17,dhoruba,S76,retrieval,Vanwege de dhoruba ging het evenement niet door.,6,3.95048739714,36,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,wivu,S56,context,Bij de deur hangt een wivu.,4,5.44242283179,37,1,UnfamiliarNoFit,3,FALSE,1,,FALSE,FALSE
17,17,farasi,S81,context,Er staat een farasi in de wei.,5,4.77565527714,38,1,UnfamiliarFit,5,TRUE,2,2,FALSE,TRUE
17,17,keja,S27,retrieval,Het keja wordt goed onderhouden.,3,5.31732524972,39,1,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,baskeli,S55,context,De baskeli is een populair vervoersmiddel in Nederland.,6,4.84226853144,40,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,ndege,S96,context,In het ndege mag je tijdens het landen geen mobiel gebruiken.,5,11.6431511672,41,1,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
17,17,mchoro,S95,context,Jammer dat dit mchoro alleen donkere kleuren en trieste motieven heeft.,3,9.7845715183,42,1,FamiliarFit,3,FALSE,1,,TRUE,TRUE
17,17,ufu,S34,retrieval,Kijk eens naar haar ufu! Hoe kan zij zoveel eten?,2,10.5430118474,43,1,FamiliarNoFit,5,TRUE,2,2,TRUE,FALSE
17,17,maziwa,S41,retrieval,Ik doe wat maziwa in mijn koffie. Ik hou niet van zwarte koffie.,6,6.43413161526,44,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,lugha,S36,context,Hij beheerst de lugha goed.,5,9.60955852122,45,1,UnfamiliarFit,5,TRUE,2,2,FALSE,TRUE
17,17,mwandani,S3,context,Ik draag een mwandani tegen de zon.,5,5.54234992612,46,1,FamiliarNoFit,2,FALSE,2,,TRUE,FALSE
17,17,farasi,S81,context,De man had zichzelf buiten gesloten. Gelukkig was zijn farasi thuis.,1,3.80880932394,47,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
17,17,skati,S9,retrieval,Ik draag in de zomer liever een skati dan een broek.,6,3.43380009976,48,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,pombe,S31,context,De studenten drinken pombe.,6,4.3505292319,49,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,goti,S88,context,Wij mochten nog niet schaatsen op het goti.,4,10.9263735977,50,1,FamiliarNoFit,3,FALSE,1,,TRUE,FALSE
17,17,mchoro,S95,context,Bij het scrabble spel moet je steeds een mchoro verzinnen.,2,6.82591746568,51,2,FamiliarNoFit,5,TRUE,2,2,TRUE,FALSE
17,17,ndege,S96,context,"Dat de koningin hem feliciteerde, vond hij een bijzondere ndege.",3,5.26723478344,52,2,FamiliarNoFit,4,TRUE,1,1,TRUE,FALSE
17,17,zamani,S54,context,Hij en zijn broer hebben hun zamani verloren.,2,5.0173741864,53,2,FamiliarNoFit,5,TRUE,2,2,TRUE,FALSE
17,17,flava,S83,retrieval,Op dit festival spelen ze erg mooie flava.,6,5.10898315457,54,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,upinde,S99,retrieval,Het meisje kiest een tshirt met daarop een upinde.,6,6.67583471164,55,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,wakati,S62,context,Ik ben op zoek naar de wakati om deze deur op slot te zetten.,2,8.54284373164,56,1,FamiliarNoFit,5,TRUE,2,2,TRUE,FALSE
17,17,dhoruba,S76,retrieval,De dhoruba zit op zijn troon.,1,3.29213922652,57,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,duka,S78,retrieval,In deze duka koop ik graag mijn zomerkleding.,6,2.81699734066,58,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,kioo,S30,retrieval,Hij had moeite om rustig te blijven tijdens de kioo.,1,4.77546247106,59,1,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
17,17,panya,S53,retrieval,De kat wacht bij het holletje op de panya.,6,6.42581321168,60,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,goti,S88,context,Ik ben aan mijn goti geopereerd.,6,3.83378367657,61,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,tunda,S66,context,Tunda is erg gezond. Het bevat veel vitamines.,4,4.73381164038,62,1,UnfamiliarFit,4,TRUE,1,1,FALSE,TRUE
17,17,mguu,S46,retrieval,De jongen vergat zijn mguu in de trein. Niemand waarschuwde hem.,5,16.1770586835,63,1,UnfamiliarNoFit,2,FALSE,2,,FALSE,FALSE
17,17,duka,S78,retrieval,De verdoving hielp tegen de duka.,1,4.50045607656,64,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,kiti,S32,retrieval,Op de kiti bestaat leven.,3,4.70890886181,65,1,FamiliarNoFit,4,TRUE,1,1,TRUE,FALSE
17,17,kioo,S30,retrieval,We kunnen pas douchen en afwassen wanneer er weer kioo is.,1,5.09237714091,66,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,paka,S52,retrieval,De paka loopt door de tuin.,2,4.56709318887,67,2,UnfamiliarFit,2,FALSE,2,,FALSE,TRUE
17,17,wingu,S17,retrieval,Ik vind het heel erg dat ik mijn wingu kwijt ben.,4,5.91747067267,68,1,UnfamiliarNoFit,3,FALSE,1,,FALSE,FALSE
17,17,dunia,S79,retrieval,Op de dunia bestaat leven.,6,5.63403740383,69,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,funguo,S60,retrieval,De funguo zit vol met vitamines.,4,7.4592652063,70,1,UnfamiliarNoFit,3,FALSE,1,,FALSE,FALSE
17,17,ukumbi,S109,retrieval,Hij is erg handig. Hij kan alles repareren met een ukumbi.,3,5.02563766105,71,1,UnfamiliarNoFit,4,TRUE,1,1,FALSE,FALSE
17,17,kanisa,S24,context,Zondag ochtend gaan wij met de hele familie naar de kanisa.,6,4.10050939645,72,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,rangi,S2,context,"Als hij zich verveelt, gaat hij soms naar de rangi.",3,9.12624665086,73,1,UnfamiliarNoFit,4,TRUE,1,1,FALSE,FALSE
17,17,kaputula,S74,context,Iedere week gaat zij naar haar kaputula om even bij te kletsen.,2,9.71789057381,74,1,UnfamiliarNoFit,5,TRUE,2,2,FALSE,FALSE
17,17,mchuma,S43,context,De jager draagt een mchuma op zijn rug.,5,6.94252991546,75,1,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
17,17,wimbo,S16,context,Hij heeft een nieuw wimbo geschreven.,6,4.08391669889,76,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,tumbili,S13,context,Mijn tumbili houdt erg van winkelen.,3,8.64275556793,77,1,UnfamiliarNoFit,4,TRUE,1,1,FALSE,FALSE
17,17,hasira,S57,retrieval,Wat een uitbarsting van hasira! Kijk hoe ze met haar voet stampt en gilt.,6,5.17563025397,78,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,chunga,S73,retrieval,Deze muur werd gisteren geverfd. Wat vind je van de chunga?,4,7.47600160681,79,1,FamiliarNoFit,3,FALSE,1,,TRUE,FALSE
17,17,chanjo,S71,retrieval,Hij neemte een stuk chanjo als tussendoortje.,4,4.22559615919,80,2,UnfamiliarNoFit,3,FALSE,1,,FALSE,FALSE
17,17,godoro,S87,context,"De godoro in het hotel was niet fijn, ik heb slecht geslapen.",5,7.68432289554,81,1,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
17,17,maliki,S38,context,De maliki zit op zijn troon.,2,3.84212566074,82,1,FamiliarFit,2,FALSE,2,,TRUE,TRUE
17,17,keza,S14,retrieval,Maandag begin ik met mijn nieuwe keza.,4,8.40108964567,83,2,UnfamiliarFit,4,TRUE,1,1,FALSE,TRUE
17,17,mkate,S25,retrieval,Tijdens een astmaaanval gaat het ademen heel zwaar. Men krijgt daardoor minder mkate naar binnen.,5,6.02575639631,84,1,FamiliarNoFit,2,FALSE,2,,TRUE,FALSE
17,17,zamani,S54,context,"Niemand weet dat. Wat ze vroeger deed, behoort tot het zamani.",5,8.30113037076,85,3,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
17,17,kijana,S29,retrieval,Het is een vervelende kijana.,3,7.01762497302,86,1,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,tofaa,S11,context,In de hal hangt een tofaa.,1,8.49274189119,87,1,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
17,17,tabibu,S10,context,Hongarije kun je vinden op de tabibu.,2,6.400799743,88,1,FamiliarNoFit,5,TRUE,2,2,TRUE,FALSE
17,17,baskeli,S55,context,Ik ben aan mijn baskeli geopereerd.,1,3.61709876499,89,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,wingu,S17,retrieval,In de prachtige blauwe hemel is geen wingu te zien.,6,5.04228417786,90,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,funguo,S60,retrieval,Ik ben op zoek naar de funguo om deze deur op slot te zetten.,6,5.62562578752,91,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,memo,S50,context,Het kind kan nu praten. Het leert elke dag een nieuw memo.,6,5.44227496756,92,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,adhama,S4,retrieval,Hij zou alles doen om de adhama van zijn familie te redden.,4,6.80085406161,93,1,UnfamiliarFit,4,TRUE,1,1,FALSE,TRUE
17,17,mshangao,S77,retrieval,De mshangao klimt behendig in de palmboom.,3,9.26782818231,94,2,FamiliarNoFit,4,TRUE,1,1,TRUE,FALSE
17,17,maji,S49,retrieval,Zijn nichtje speelt graag met maji.,3,2.77534623257,95,1,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,tofaa,S11,context,Ik doe wat tofaa in mijn koffie. Ik hou niet van zwarte koffie.,1,3.2087274299,96,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,basila,S72,context,De chauffeur van de basila stopt alleen als er iemand bij de halte staat.,6,5.00060005693,97,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,jioni,S20,retrieval,Hij stopt de jioni in de brievenbus.,4,11.1931040337,98,2,FamiliarNoFit,3,FALSE,1,,TRUE,FALSE
17,17,kaputula,S74,context,"Kijk, hij draagt groene sokken onder de kaputula.",6,11.2516161034,99,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,ufu,S34,retrieval,Iedereen reageerde geschokt op zijn ufu omdat hij zo plotseling is overleden.,6,9.02619499547,100,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,mshangao,S77,retrieval,"Het bezoek was onverwacht, maar ik vond het een fijne mshangao.",6,6.01742467663,101,3,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,mbwa,S42,context,De mbwa kan niet tegen warmte. Dan krimpt hij.,3,8.6345070739,102,1,UnfamiliarNoFit,4,TRUE,1,1,FALSE,FALSE
17,17,bamba,S47,retrieval,Wat een goed bamba om dit te gaan doen.,3,3.93382312552,103,1,FamiliarNoFit,4,TRUE,1,1,TRUE,FALSE
17,17,harufu,S101,retrieval,Deze shampoo heeft een fijne harufu.,6,6.56759975565,104,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,bamba,S47,retrieval,Dit bamba is een erfstuk. Het is gemaakt van porselein en heeft een randje uit goud.,3,6.60916541874,105,2,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,kidonda,S39,context,Het kind huilt omdat het gevallen is en een kidonda heeft.,5,3.39208157889,106,2,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
17,17,keja,S27,retrieval,Het dak lag bezaaid met keja.,3,3.74214252781,107,2,UnfamiliarNoFit,4,TRUE,1,1,FALSE,FALSE
17,17,duka,S78,retrieval,Helemaal onder op de stapel met troep lag de duka.,1,2.25867890934,108,3,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
17,17,degaga,S64,retrieval,De degaga is vierkant.,6,2.55030629813,109,1,UnfamiliarNoFit,1,FALSE,3,,FALSE,FALSE
17,17,degaga,S64,retrieval,Tijdens de uitverkoop heb ik deze nieuwe degaga gekocht.,6,6.32577903368,110,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,likizo,S35,retrieval,Tijdens de wandeling zag hij een mooie likizo.,3,7.08431146589,111,1,UnfamiliarNoFit,4,TRUE,1,1,FALSE,FALSE
17,17,kichwa,S28,retrieval,Ik stootte mijn kichwa.,6,4.17556672505,112,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,ndege,S96,context,In haar ndege zitten zakken.,1,4.71724141375,113,3,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
17,17,mchoro,S95,context,Hij riep het mchoro na.,3,4.4006244143,114,3,UnfamiliarNoFit,4,TRUE,1,1,FALSE,FALSE
17,17,wazo,S107,retrieval,Met haar volle aandacht proeft zij het wazo.,4,9.01780085656,115,3,UnfamiliarNoFit,3,FALSE,1,,FALSE,FALSE
17,17,swali,S22,context,Dit is de moeilijkste swali van de quiz.,5,6.04242510663,116,2,UnfamiliarFit,5,TRUE,2,2,FALSE,TRUE
17,17,askari,S61,context,De askari staakt.,3,5.80078775851,117,2,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,ukumbi,S109,retrieval,Het ukumbi is midden in de stad. Je kunt het niet missen.,3,13.7935024626,118,2,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,taa,S97,context,Deze taa is haar favoriete kledingstuk.,3,20.2609529115,119,1,UnfamiliarNoFit,4,TRUE,1,1,FALSE,FALSE
17,17,barafu,S37,retrieval,Wij mochten nog niet schaatsen op het barafu.,3,7.19265489264,120,1,FamiliarFit,3,FALSE,1,,TRUE,TRUE
17,17,chikiru,S45,retrieval,Een chikiru is onmisbaar als je iets wilt bereiken in je leven.,2,21.3110836035,121,1,UnfamiliarNoFit,5,TRUE,2,2,FALSE,FALSE
17,17,ajabu,S58,retrieval,De uitleg was duidelijk. Daardoor had niemand een ajabu.,3,3.63375304953,122,2,FamiliarNoFit,4,TRUE,1,1,TRUE,FALSE
17,17,nyanya,S51,retrieval,In de kas groeit een nyanya.,3,4.85059442532,123,1,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,kamba,S23,context,Op de boot lag een kamba.,3,5.15052606932,124,1,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,uchafu,S19,context,Wie zet morgen het uchafu buiten?,6,6.20076134823,125,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,mbwa,S42,context,In het park zag ik een mooie mwba.,5,4.18384656741,126,2,UnfamiliarFit,5,TRUE,2,2,FALSE,TRUE
17,17,barua,S93,retrieval,Mijn barua kan erg goed vertellen.,4,4.10884028388,127,1,UnfamiliarNoFit,3,FALSE,1,,FALSE,FALSE
17,17,rangi,S2,context,Deze muur werd gisteren geverfd.Wat vind je van de rangi?,6,3.32535125385,128,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,pombe,S31,context,Jonge kinderen houden van pombe.,1,3.62544546528,129,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
17,17,koti,S91,retrieval,Het is koud buiten. Denk aan je koti.,6,2.42519956123,130,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,tumbili,S13,context,De tumbili klimt behendig in de palmboom.,6,2.25856877407,131,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,godoro,S87,context,"Niemand weet dat. Wat ze vroeger deed, behoort tot het godoro.",3,5.28399726132,132,2,FamiliarNoFit,4,TRUE,1,1,TRUE,FALSE
17,17,panya,S53,retrieval,Zij keek door de panya naar het stromende water.,4,10.5264185951,133,2,UnfamiliarNoFit,3,FALSE,1,,FALSE,FALSE
17,17,kumbukumbu,S18,context,"Lekker, naast bananen liggen er ook appels en kersen. Wat een hoop kumbukumbu.",4,9.25118138808,134,1,FamiliarNoFit,3,FALSE,1,,TRUE,FALSE
17,17,bahari,S63,context,"Als er golven zijn, kun je hier prima op de bahari surfen.",3,12.5850113936,135,1,FamiliarFit,3,FALSE,1,,TRUE,TRUE
17,17,hasira,S57,retrieval,"Toen hij terugkwam van zijn reis, had hij een hasira bij zich.",2,3.94202723254,136,2,UnfamiliarNoFit,5,TRUE,2,2,FALSE,FALSE
17,17,bustani,S68,retrieval,Bij mooi weer zit de oude dame vaak in de bustani.,5,6.94254905736,137,1,UnfamiliarFit,5,TRUE,2,2,FALSE,TRUE
17,17,askari,S61,context,Zij ging hengelen en hoopte op een askari.,4,12.1266594501,138,3,FamiliarNoFit,3,FALSE,1,,TRUE,FALSE
17,17,wivu,S56,context,De man heeft last van wivu wanneer zijn vrouw met andere mannen praat.,6,3.45884630387,139,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,kamba,S23,context,Wat een uitbarsting van kamba! Kijk hoe ze met haar voet stampt en gilt.,1,5.3589835707,140,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,simu,S100,context,We kunnen even niet bellen omdat mijn simu nog niet gerepareerd is.,6,3.8254522343,141,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,jibini,S92,context,Gouda is lekkere jibini.,6,3.808689479,142,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,funguo,S60,retrieval,"Mijn hartelijke funguo, je hebt me zeer geholpen.",4,3.67534756418,143,3,FamiliarNoFit,3,FALSE,1,,TRUE,FALSE
17,17,kioo,S30,retrieval,Ik kan mijn outfit bekijken in de kioo.,6,2.0668962215,144,3,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,wingu,S17,retrieval,Het kind huilt omdat het gevallen is en een wingu heeft.,5,3.02535524868,145,3,FamiliarNoFit,2,FALSE,2,,TRUE,FALSE
17,17,tumbili,S13,context,Het is tumbili. De kinderen hebben vrij.,1,2.97537769186,146,3,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,likizo,S35,retrieval,Het is likizo. De kinderen hebben vrij.,6,8.69286156967,147,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,barua,S93,retrieval,Ik heb een barua gekregen van mijn neefje.,3,6.58415944037,148,2,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,kofia,S33,context,Ik word iedere dag wakker door het ratelen van mijn kofia.,1,3.44206829053,149,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,sauti,S6,retrieval,In het water staat een sauti.,3,6.01749819262,150,2,UnfamiliarNoFit,4,TRUE,1,1,FALSE,FALSE
17,17,tabibu,S10,context,In het vliegtuig bevindt zich een tabibu.,3,6.88419511643,151,2,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,maji,S49,retrieval,De maji speelt graag met auto's.,3,3.01711174819,152,2,FamiliarNoFit,4,TRUE,1,1,TRUE,FALSE
17,17,ufu,S34,retrieval,Ik heb de ufu in de hoek gezet. Hij past goed bij het interieur.,1,3.0586982177,153,3,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
17,17,tofaa,S11,context,Welke tofaa wil jij? Zowel de rode als de groene smaken lekker.,5,4.19217828709,154,3,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
17,17,lango,S7,retrieval,De lango besteed veel aandacht aan zijn haar.,3,3.10870823251,155,1,UnfamiliarNoFit,4,TRUE,1,1,FALSE,FALSE
17,17,mkate,S25,retrieval,Ik ga even naar de bakker om mkate te halen.,6,4.18382187714,156,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,shukuru,S65,retrieval,Dit is een uiting van haar shukuru.,3,12.00986002,157,1,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,wimbo,S16,context,We doen de pasta in een wimbo.,1,8.90949737812,158,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,mchuma,S43,context,De papegaai speelt graag met een mchuma van zijn baasje.,2,4.72551321096,159,2,UnfamiliarNoFit,5,TRUE,2,2,FALSE,FALSE
17,17,mguu,S46,retrieval,Mijn mguu past niet in deze kleine schoen.,5,4.00882441552,160,2,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
17,17,kidonda,S39,context,Mijn kidonda werd door iedereen met enthousiasme ontvangen.,3,8.32602621386,161,3,UnfamiliarNoFit,4,TRUE,1,1,FALSE,FALSE
17,17,wimbo,S16,context,Zij kon geen wimbo meenemen. Het paste niet meer in haar tas.,1,1.79189343344,162,3,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
17,17,chunga,S73,retrieval,We doen de pasta in een chunga.,4,3.71721283961,163,2,FamiliarFit,4,TRUE,1,1,TRUE,TRUE
17,17,simu,S100,context,Mijn nichtje is gisteren achtervolgd door een simu.,1,2.62529038816,164,3,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
17,17,taa,S97,context,Het mooie licht in de woonkamer komt van de taa.,5,2.35868090676,165,2,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
17,17,bibi,S67,retrieval,Dit is de bibi van het meisje. Ik denk dat zij de moeder is van haar moeder.,6,5.2173010588,166,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,mit,S82,context,Ik kan niet wachten totdat de mit gegroeid is en appels draagt.,6,2.63363597878,167,3,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,kiti,S32,retrieval,In de garage staat een oude kiti.,3,5.10893654821,168,2,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,bustani,S68,retrieval,Iedereen reageerde geschokt op zijn bustani omdat hij zo plotseling is overleden.,1,3.07528619914,169,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,hasira,S57,retrieval,Ik heb een helm op mijn hasira.,1,1.6084929555,170,3,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,swali,S22,context,Aan de overkant van de straat zag zij een swali.,3,10.3347216296,171,3,UnfamiliarNoFit,4,TRUE,1,1,FALSE,FALSE
17,17,uchafu,S19,context,De uchafu snort.,1,3.2087127267,172,3,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,samaki,S5,retrieval,Zij ging hengelen en hoopte op een samaki.,6,4.82570024674,173,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,siri,S8,context,Ik kan mijn outfit bekijken in de siri.,1,2.18358773565,174,1,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,hewa,S75,retrieval,Tijdens een astmaaanval gaat het ademen heel zwaar. Men krijgt daardoor minder hewa naar binnen.,6,3.05871208864,175,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,kitanda,S26,context,Ons nieuwe kitanda is van de Ikea.,2,10.0429441573,176,1,UnfamiliarFit,2,FALSE,2,,FALSE,TRUE
17,17,jioni,S20,retrieval,"Ja, het is donker in de jioni. De schemering valt nu al in de namiddag.",6,4.85894279013,177,3,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,baridi,S94,retrieval,We gaan er in de baridi naar toe.,2,8.85945851174,178,1,UnfamiliarFit,2,FALSE,2,,FALSE,TRUE
17,17,fasihi,S70,context,Het fasihi genoot van de zon.,2,3.41706536376,179,1,UnfamiliarNoFit,5,TRUE,2,2,FALSE,FALSE
17,17,lango,S7,retrieval,De hond staat bij de lango omdat hij met mij naar buiten wil.,6,4.89229269462,180,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
17,17,wakati,S62,context,Hij komt s'ochtends altijd te laat. Misschien moeten we hem een wakati cadeau geven.,6,7.62603303836,181,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
17,17,mchezo,S89,context,Wat een lekkere mchezo. Wat ben jij aan het bakken?,1,5.70904590671,182,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,ajabu,S58,retrieval,Het is een ajabu dat zij de ramp overleefd hebben.,4,5.06720110479,183,3,UnfamiliarFit,4,TRUE,1,1,FALSE,TRUE
17,17,degaga,S64,retrieval,Bij de brouwerij maken ze degaga.,1,1.89186796639,184,3,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,kanisa,S24,context,De kanisa uit de moestuin van je moeder was super lekker!,2,4.11715730036,185,2,UnfamiliarNoFit,5,TRUE,2,2,FALSE,FALSE
17,17,fumbo,S84,retrieval,In de kerstvakantie maken wij een fumbo.,3,9.44293439211,186,1,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,chikiru,S45,retrieval,"In de tuin hebben we een huisje met voer. Kijk, er zit een chikiru te eten!",4,7.39267220358,187,2,FamiliarFit,4,TRUE,1,1,TRUE,TRUE
17,17,chikiru,S45,retrieval,In het chikiru draait een toneelvoorstelling.,3,11.5181445785,188,3,FamiliarNoFit,4,TRUE,1,1,TRUE,FALSE
17,17,paka,S52,retrieval,Ze heeft de houten blokken met een paka verbonden.,5,4.44220311608,189,3,FamiliarNoFit,2,FALSE,2,,TRUE,FALSE
17,17,dunia,S79,retrieval,Dit is de dunia van het meisje. Ik denk dat zij de moeder is van haar moeder.,1,2.6169811394,190,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
17,17,mkono,S48,retrieval,Zijn mkono zit in het gips.,2,3.34200082227,191,1,UnfamiliarFit,2,FALSE,2,,FALSE,TRUE
17,17,mwandani,S3,context,Mijn mwandani komt uit Afrika.,3,5.2757357286,192,2,UnfamiliarFit,3,FALSE,1,,FALSE,TRUE
17,17,likizo,S35,retrieval,Ik heb de likizo met je spullen op de zolder gezet.,1,2.21690684664,193,3,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
